,date,store_id,sku,initial_inventory,arriving_inventory,transit_inventory,ending_inventory,average_inventory,actual_monthly_demand,projected_demand_3m,units_sold,stockout_units,fill_rate,ordered_qty,holding_cost_per_unit,pricce,unit_cost,holding_cost,held_inventory_unit_cost,total_cost,revenue,cogs,gross_profit,net_profit,stockout_profit_loss,model
23,2015-09-01,CA_1,FOODS_1_003,0,35,24,12,6.0,23,81,23,0,100.0,22,0.1292,3.23,0.646,1.5504000000000002,7.752000000000001,9.3024,74.29,14.858,59.432,50.1296,0.0,prediction
24,2015-10-01,CA_1,FOODS_1_003,12,24,22,9,10.5,27,79,27,0,100.0,21,0.1292,3.23,0.646,1.1628,5.814,6.9768,87.21,17.442,69.768,62.7912,0.0,prediction
25,2015-11-01,CA_1,FOODS_1_003,9,22,21,17,13.0,14,73,14,0,100.0,21,0.1292,3.23,0.646,2.1964,10.982000000000001,13.178400000000002,45.22,9.044,36.176,22.9976,0.0,prediction
26,2015-12-01,CA_1,FOODS_1_003,17,21,21,20,18.5,18,68,18,0,100.0,9,0.1292,3.23,0.646,2.584,12.92,15.504,58.14,11.628,46.512,31.008000000000003,0.0,prediction
27,2015-04-01,CA_1,FOODS_1_005,30,0,0,21,25.5,9,101,9,0,100.0,71,0.14160000000000003,3.54,0.7080000000000001,2.9736000000000007,14.868000000000002,17.841600000000003,31.86,6.372000000000001,25.488,7.646399999999996,0.0,prediction
28,2015-05-01,CA_1,FOODS_1_005,21,0,71,0,10.5,41,129,21,20,51.21951219512195,37,0.14160000000000003,3.54,0.7080000000000001,0.0,0.0,0.0,74.34,14.868000000000002,59.472,59.472,56.63999999999999,prediction
29,2015-06-01,CA_1,FOODS_1_005,0,71,37,44,22.0,27,125,27,0,100.0,17,0.14160000000000003,3.54,0.7080000000000001,6.230400000000001,31.152000000000005,37.382400000000004,95.58,19.116000000000003,76.464,39.081599999999995,0.0,prediction
30,2015-07-01,CA_1,FOODS_1_005,44,37,17,45,44.5,36,140,36,0,100.0,42,0.14160000000000003,3.54,0.7080000000000001,6.372000000000002,31.860000000000003,38.232000000000006,127.44,25.488000000000003,101.952,63.71999999999999,0.0,prediction
31,2015-08-01,CA_1,FOODS_1_005,45,17,42,28,36.5,34,115,34,0,100.0,11,0.14160000000000003,3.54,0.7080000000000001,3.9648000000000008,19.824,23.788800000000002,120.36,24.072000000000003,96.288,72.4992,0.0,prediction
32,2015-09-01,CA_1,FOODS_1_005,28,42,11,34,31.0,36,145,36,0,100.0,64,0.14160000000000003,3.54,0.7080000000000001,4.814400000000001,24.072000000000003,28.886400000000002,127.44,25.488000000000003,101.952,73.06559999999999,0.0,prediction
33,2015-10-01,CA_1,FOODS_1_005,34,11,64,0,17.0,55,149,45,10,81.81818181818183,40,0.14160000000000003,3.54,0.7080000000000001,0.0,0.0,0.0,159.3,31.860000000000003,127.44000000000001,127.44000000000001,28.319999999999997,prediction
34,2015-11-01,CA_1,FOODS_1_005,0,64,40,33,16.5,31,125,31,0,100.0,21,0.14160000000000003,3.54,0.7080000000000001,4.672800000000001,23.364,28.036800000000003,109.74,21.948000000000004,87.79199999999999,59.75519999999999,0.0,prediction
35,2015-12-01,CA_1,FOODS_1_005,33,40,21,2,17.5,71,203,71,0,100.0,109,0.14160000000000003,3.54,0.7080000000000001,0.28320000000000006,1.4160000000000001,1.6992000000000003,251.34,50.26800000000001,201.072,199.3728,0.0,prediction
36,2015-04-01,CA_1,FOODS_1_006,200,0,0,139,169.5,61,178,61,0,100.0,0,0.08960000000000001,2.24,0.44800000000000006,12.454400000000001,62.272000000000006,74.72640000000001,136.64000000000001,27.328000000000003,109.31200000000001,34.5856,0.0,prediction
37,2015-05-01,CA_1,FOODS_1_006,139,0,0,78,108.5,61,194,61,0,100.0,55,0.08960000000000001,2.24,0.44800000000000006,6.988800000000001,34.944,41.9328,136.64000000000001,27.328000000000003,109.31200000000001,67.37920000000001,0.0,prediction
38,2015-06-01,CA_1,FOODS_1_006,78,0,55,19,48.5,59,195,59,0,100.0,62,0.08960000000000001,2.24,0.44800000000000006,1.7024000000000004,8.512,10.214400000000001,132.16000000000003,26.432000000000002,105.72800000000002,95.51360000000003,0.0,prediction
39,2015-07-01,CA_1,FOODS_1_006,19,55,62,9,14.0,65,195,65,0,100.0,59,0.08960000000000001,2.24,0.44800000000000006,0.8064000000000001,4.032000000000001,4.838400000000001,145.60000000000002,29.120000000000005,116.48000000000002,111.64160000000001,0.0,prediction
40,2015-08-01,CA_1,FOODS_1_006,9,62,59,0,4.5,72,202,71,1,98.61111111111111,72,0.08960000000000001,2.24,0.44800000000000006,0.0,0.0,0.0,159.04000000000002,31.808000000000003,127.23200000000001,127.23200000000001,1.7920000000000003,prediction
41,2015-09-01,CA_1,FOODS_1_006,0,59,72,18,9.0,41,167,41,0,100.0,36,0.08960000000000001,2.24,0.44800000000000006,1.6128000000000002,8.064000000000002,9.676800000000002,91.84,18.368000000000002,73.47200000000001,63.79520000000001,0.0,prediction
42,2015-10-01,CA_1,FOODS_1_006,18,72,36,53,35.5,37,137,37,0,100.0,11,0.08960000000000001,2.24,0.44800000000000006,4.748800000000001,23.744000000000003,28.492800000000003,82.88000000000001,16.576000000000004,66.304,37.8112,0.0,prediction
43,2015-11-01,CA_1,FOODS_1_006,53,36,11,58,55.5,31,127,31,0,100.0,27,0.08960000000000001,2.24,0.44800000000000006,5.1968000000000005,25.984000000000005,31.180800000000005,69.44000000000001,13.888000000000002,55.55200000000001,24.3712,0.0,prediction
44,2015-12-01,CA_1,FOODS_1_006,58,11,27,17,37.5,52,136,52,0,100.0,40,0.08960000000000001,2.24,0.44800000000000006,1.5232,7.616000000000001,9.139200000000002,116.48000000000002,23.296000000000003,93.18400000000001,84.04480000000001,0.0,prediction
45,2015-04-01,CA_1,FOODS_1_008,56,0,0,39,47.5,17,58,17,0,100.0,2,0.14160000000000003,3.54,0.7080000000000001,5.522400000000001,27.612000000000002,33.1344,60.18,12.036000000000001,48.144,15.009599999999999,0.0,prediction
46,2015-05-01,CA_1,FOODS_1_008,39,0,2,15,27.0,24,68,24,0,100.0,27,0.14160000000000003,3.54,0.7080000000000001,2.1240000000000006,10.620000000000001,12.744000000000002,84.96000000000001,16.992,67.968,55.224000000000004,0.0,prediction
47,2015-06-01,CA_1,FOODS_1_008,15,2,27,3,9.0,14,58,14,0,100.0,14,0.14160000000000003,3.54,0.7080000000000001,0.42480000000000007,2.124,2.5488,49.56,9.912,39.648,37.0992,0.0,prediction
48,2015-07-01,CA_1,FOODS_1_008,3,27,14,18,10.5,12,56,12,0,100.0,12,0.14160000000000003,3.54,0.7080000000000001,2.5488000000000004,12.744000000000002,15.292800000000002,42.480000000000004,8.496,33.984,18.691200000000002,0.0,prediction
49,2015-08-01,CA_1,FOODS_1_008,18,14,12,17,17.5,15,56,15,0,100.0,12,0.14160000000000003,3.54,0.7080000000000001,2.4072000000000005,12.036000000000001,14.443200000000001,53.1,10.620000000000001,42.480000000000004,28.036800000000003,0.0,prediction
50,2015-09-01,CA_1,FOODS_1_008,17,12,12,20,18.5,9,59,9,0,100.0,18,0.14160000000000003,3.54,0.7080000000000001,2.8320000000000007,14.160000000000002,16.992000000000004,31.86,6.372000000000001,25.488,8.495999999999995,0.0,prediction
51,2015-10-01,CA_1,FOODS_1_008,20,12,18,20,20.0,12,59,12,0,100.0,9,0.14160000000000003,3.54,0.7080000000000001,2.8320000000000007,14.160000000000002,16.992000000000004,42.480000000000004,8.496,33.984,16.991999999999997,0.0,prediction
52,2015-11-01,CA_1,FOODS_1_008,20,18,9,25,22.5,13,57,13,0,100.0,10,0.14160000000000003,3.54,0.7080000000000001,3.540000000000001,17.700000000000003,21.240000000000002,46.02,9.204,36.816,15.576,0.0,prediction
53,2015-12-01,CA_1,FOODS_1_008,25,9,10,22,23.5,12,49,12,0,100.0,5,0.14160000000000003,3.54,0.7080000000000001,3.1152000000000006,15.576000000000002,18.691200000000002,42.480000000000004,8.496,33.984,15.2928,0.0,prediction
54,2015-04-01,CA_1,FOODS_1_012,311,0,0,209,260.0,102,357,102,0,100.0,46,0.21920000000000003,5.48,1.096,45.81280000000001,229.06400000000002,274.8768,558.96,111.792,447.168,172.2912,0.0,prediction
55,2015-05-01,CA_1,FOODS_1_012,209,0,46,115,162.0,94,354,94,0,100.0,99,0.21920000000000003,5.48,1.096,25.208000000000006,126.04,151.24800000000002,515.12,103.024,412.096,260.84799999999996,0.0,prediction
56,2015-06-01,CA_1,FOODS_1_012,115,46,99,67,91.0,94,340,94,0,100.0,80,0.21920000000000003,5.48,1.096,14.686400000000003,73.432,88.11840000000001,515.12,103.024,412.096,323.9776,0.0,prediction
57,2015-07-01,CA_1,FOODS_1_012,67,99,80,69,68.0,97,328,97,0,100.0,82,0.21920000000000003,5.48,1.096,15.124800000000002,75.62400000000001,90.74880000000002,531.5600000000001,106.31200000000001,425.24800000000005,334.49920000000003,0.0,prediction
58,2015-08-01,CA_1,FOODS_1_012,69,80,82,21,45.0,128,397,128,0,100.0,166,0.21920000000000003,5.48,1.096,4.603200000000001,23.016000000000002,27.619200000000003,701.44,140.288,561.152,533.5328000000001,0.0,prediction
59,2015-09-01,CA_1,FOODS_1_012,21,82,166,0,10.5,126,387,103,23,81.74603174603175,118,0.21920000000000003,5.48,1.096,0.0,0.0,0.0,564.44,112.888,451.552,451.552,100.83200000000001,prediction
60,2015-10-01,CA_1,FOODS_1_012,0,166,118,56,28.0,110,349,110,0,100.0,65,0.21920000000000003,5.48,1.096,12.275200000000002,61.376000000000005,73.6512,602.8000000000001,120.56,482.24000000000007,408.58880000000005,0.0,prediction
61,2015-11-01,CA_1,FOODS_1_012,56,118,65,78,67.0,96,337,96,0,100.0,98,0.21920000000000003,5.48,1.096,17.097600000000003,85.488,102.5856,526.08,105.21600000000001,420.86400000000003,318.27840000000003,0.0,prediction
62,2015-12-01,CA_1,FOODS_1_012,78,65,98,44,61.0,99,318,99,0,100.0,77,0.21920000000000003,5.48,1.096,9.644800000000002,48.224000000000004,57.86880000000001,542.5200000000001,108.504,434.0160000000001,376.14720000000005,0.0,prediction
63,2015-04-01,CA_1,FOODS_1_013,214,0,0,155,184.5,59,210,59,0,100.0,0,0.06000000000000001,1.5,0.30000000000000004,9.300000000000002,46.50000000000001,55.80000000000001,88.5,17.700000000000003,70.8,14.999999999999986,0.0,prediction
64,2015-05-01,CA_1,FOODS_1_013,155,0,0,104,129.5,51,175,51,0,100.0,20,0.06000000000000001,1.5,0.30000000000000004,6.240000000000001,31.200000000000003,37.440000000000005,76.5,15.300000000000002,61.199999999999996,23.75999999999999,0.0,prediction
65,2015-06-01,CA_1,FOODS_1_013,104,0,20,55,79.5,49,190,49,0,100.0,66,0.06000000000000001,1.5,0.30000000000000004,3.3000000000000007,16.500000000000004,19.800000000000004,73.5,14.700000000000003,58.8,38.99999999999999,0.0,prediction
66,2015-07-01,CA_1,FOODS_1_013,55,20,66,35,45.0,40,156,40,0,100.0,15,0.06000000000000001,1.5,0.30000000000000004,2.1000000000000005,10.500000000000002,12.600000000000001,60.0,12.000000000000002,48.0,35.4,0.0,prediction
67,2015-08-01,CA_1,FOODS_1_013,35,66,15,55,45.0,46,165,46,0,100.0,49,0.06000000000000001,1.5,0.30000000000000004,3.3000000000000007,16.500000000000004,19.800000000000004,69.0,13.800000000000002,55.199999999999996,35.39999999999999,0.0,prediction
68,2015-09-01,CA_1,FOODS_1_013,55,15,49,14,34.5,56,178,56,0,100.0,59,0.06000000000000001,1.5,0.30000000000000004,0.8400000000000002,4.200000000000001,5.040000000000001,84.0,16.800000000000004,67.19999999999999,62.15999999999999,0.0,prediction
69,2015-10-01,CA_1,FOODS_1_013,14,49,59,18,16.0,45,143,45,0,100.0,21,0.06000000000000001,1.5,0.30000000000000004,1.0800000000000003,5.4,6.48,67.5,13.500000000000002,54.0,47.519999999999996,0.0,prediction
70,2015-11-01,CA_1,FOODS_1_013,18,59,21,38,28.0,39,144,39,0,100.0,46,0.06000000000000001,1.5,0.30000000000000004,2.2800000000000002,11.400000000000002,13.680000000000003,58.5,11.700000000000001,46.8,33.11999999999999,0.0,prediction
71,2015-12-01,CA_1,FOODS_1_013,38,21,46,0,19.0,59,178,59,0,100.0,73,0.06000000000000001,1.5,0.30000000000000004,0.0,0.0,0.0,88.5,17.700000000000003,70.8,70.8,0.0,prediction
72,2015-04-01,CA_1,FOODS_1_014,134,0,0,94,114.0,40,109,40,0,100.0,0,0.039200000000000006,0.98,0.196,3.6848000000000005,18.424,22.1088,39.2,7.84,31.360000000000003,9.251200000000004,0.0,prediction
73,2015-05-01,CA_1,FOODS_1_014,94,0,0,38,66.0,56,146,56,0,100.0,52,0.039200000000000006,0.98,0.196,1.4896000000000003,7.448,8.9376,54.879999999999995,10.976,43.903999999999996,34.96639999999999,0.0,prediction
74,2015-06-01,CA_1,FOODS_1_014,38,0,52,0,19.0,62,177,38,24,61.29032258064516,87,0.039200000000000006,0.98,0.196,0.0,0.0,0.0,37.24,7.448,29.792,29.792,18.816,prediction
75,2015-07-01,CA_1,FOODS_1_014,0,52,87,4,2.0,48,152,48,0,100.0,13,0.039200000000000006,0.98,0.196,0.15680000000000002,0.784,0.9408000000000001,47.04,9.408000000000001,37.632,36.691199999999995,0.0,prediction
76,2015-08-01,CA_1,FOODS_1_014,4,87,13,65,34.5,26,144,26,0,100.0,40,0.039200000000000006,0.98,0.196,2.5480000000000005,12.74,15.288,25.48,5.096,20.384,5.096,0.0,prediction
77,2015-09-01,CA_1,FOODS_1_014,65,13,40,65,65.0,13,109,13,0,100.0,0,0.039200000000000006,0.98,0.196,2.5480000000000005,12.74,15.288,12.74,2.548,10.192,-5.096,0.0,prediction
78,2015-10-01,CA_1,FOODS_1_014,65,40,0,89,77.0,16,129,16,0,100.0,24,0.039200000000000006,0.98,0.196,3.4888000000000003,17.444,20.9328,15.68,3.136,12.544,-8.3888,0.0,prediction
79,2015-11-01,CA_1,FOODS_1_014,89,0,24,47,68.0,42,111,42,0,100.0,0,0.039200000000000006,0.98,0.196,1.8424000000000003,9.212,11.0544,41.16,8.232000000000001,32.928,21.873599999999996,0.0,prediction
80,2015-12-01,CA_1,FOODS_1_014,47,24,0,30,38.5,41,151,41,0,100.0,80,0.039200000000000006,0.98,0.196,1.1760000000000002,5.88,7.056,40.18,8.036,32.144,25.087999999999997,0.0,prediction
81,2015-04-01,CA_1,FOODS_1_016,112,0,0,80,96.0,32,116,32,0,100.0,4,0.0904,2.26,0.45199999999999996,7.231999999999999,36.16,43.391999999999996,72.32,14.463999999999999,57.855999999999995,14.463999999999999,0.0,prediction
82,2015-05-01,CA_1,FOODS_1_016,80,0,4,45,62.5,35,116,35,0,100.0,32,0.0904,2.26,0.45199999999999996,4.068,20.339999999999996,24.407999999999994,79.1,15.819999999999999,63.279999999999994,38.872,0.0,prediction
83,2015-06-01,CA_1,FOODS_1_016,45,4,32,18,31.5,31,105,31,0,100.0,24,0.0904,2.26,0.45199999999999996,1.6272,8.136,9.7632,70.05999999999999,14.011999999999999,56.04799999999999,46.28479999999999,0.0,prediction
84,2015-07-01,CA_1,FOODS_1_016,18,32,24,15,16.5,35,106,35,0,100.0,32,0.0904,2.26,0.45199999999999996,1.3559999999999999,6.779999999999999,8.136,79.1,15.819999999999999,63.279999999999994,55.14399999999999,0.0,prediction
85,2015-08-01,CA_1,FOODS_1_016,15,24,32,2,8.5,37,118,37,0,100.0,47,0.0904,2.26,0.45199999999999996,0.1808,0.9039999999999999,1.0848,83.61999999999999,16.723999999999997,66.89599999999999,65.81119999999999,0.0,prediction
86,2015-09-01,CA_1,FOODS_1_016,2,32,47,16,9.0,18,99,18,0,100.0,18,0.0904,2.26,0.45199999999999996,1.4464,7.231999999999999,8.6784,40.67999999999999,8.136,32.544,23.865599999999997,0.0,prediction
87,2015-10-01,CA_1,FOODS_1_016,16,47,18,40,28.0,23,94,23,0,100.0,13,0.0904,2.26,0.45199999999999996,3.6159999999999997,18.08,21.695999999999998,51.98,10.395999999999999,41.583999999999996,19.887999999999998,0.0,prediction
88,2015-11-01,CA_1,FOODS_1_016,40,18,13,33,36.5,25,95,25,0,100.0,24,0.0904,2.26,0.45199999999999996,2.9831999999999996,14.915999999999999,17.899199999999997,56.49999999999999,11.299999999999999,45.199999999999996,27.3008,0.0,prediction
89,2015-12-01,CA_1,FOODS_1_016,33,13,24,22,27.5,24,84,24,0,100.0,14,0.0904,2.26,0.45199999999999996,1.9888,9.943999999999999,11.932799999999999,54.239999999999995,10.847999999999999,43.391999999999996,31.459199999999996,0.0,prediction
90,2015-04-01,CA_1,FOODS_1_024,64,0,0,46,55.0,18,111,18,0,100.0,47,0.19440000000000002,4.86,0.9720000000000001,8.942400000000001,44.712,53.6544,87.48,17.496000000000002,69.98400000000001,16.329600000000006,0.0,prediction
91,2015-05-01,CA_1,FOODS_1_024,46,0,47,22,34.0,24,121,24,0,100.0,28,0.19440000000000002,4.86,0.9720000000000001,4.276800000000001,21.384,25.660800000000002,116.64000000000001,23.328000000000003,93.31200000000001,67.65120000000002,0.0,prediction
92,2015-06-01,CA_1,FOODS_1_024,22,47,28,29,25.5,40,139,40,0,100.0,42,0.19440000000000002,4.86,0.9720000000000001,5.637600000000001,28.188000000000002,33.8256,194.4,38.88,155.52,121.6944,0.0,prediction
93,2015-07-01,CA_1,FOODS_1_024,29,28,42,22,25.5,35,134,35,0,100.0,35,0.19440000000000002,4.86,0.9720000000000001,4.276800000000001,21.384,25.660800000000002,170.10000000000002,34.02,136.08,110.41920000000002,0.0,prediction
94,2015-08-01,CA_1,FOODS_1_024,22,42,35,27,24.5,37,150,37,0,100.0,51,0.19440000000000002,4.86,0.9720000000000001,5.2488,26.244000000000003,31.492800000000003,179.82000000000002,35.964000000000006,143.85600000000002,112.36320000000002,0.0,prediction
95,2015-09-01,CA_1,FOODS_1_024,27,35,51,38,32.5,24,146,24,0,100.0,33,0.19440000000000002,4.86,0.9720000000000001,7.387200000000001,36.936,44.3232,116.64000000000001,23.328000000000003,93.31200000000001,48.98880000000001,0.0,prediction
96,2015-10-01,CA_1,FOODS_1_024,38,51,33,59,48.5,30,137,30,0,100.0,15,0.19440000000000002,4.86,0.9720000000000001,11.469600000000002,57.348000000000006,68.81760000000001,145.8,29.160000000000004,116.64000000000001,47.8224,0.0,prediction
97,2015-11-01,CA_1,FOODS_1_024,59,33,15,72,65.5,20,123,20,0,100.0,16,0.19440000000000002,4.86,0.9720000000000001,13.9968,69.98400000000001,83.98080000000002,97.2,19.44,77.76,-6.220800000000011,0.0,prediction
98,2015-12-01,CA_1,FOODS_1_024,72,15,16,56,64.0,31,139,31,0,100.0,36,0.19440000000000002,4.86,0.9720000000000001,10.886400000000002,54.432,65.3184,150.66,30.132,120.52799999999999,55.209599999999995,0.0,prediction
99,2015-04-01,CA_1,FOODS_1_025,64,0,0,45,54.5,19,75,19,0,100.0,11,0.1708,4.27,0.854,7.686,38.43,46.116,81.13,16.226,64.904,18.787999999999997,0.0,prediction
100,2015-05-01,CA_1,FOODS_1_025,45,0,11,23,34.0,22,84,22,0,100.0,28,0.1708,4.27,0.854,3.9284000000000003,19.642,23.5704,93.94,18.788,75.152,51.5816,0.0,prediction
101,2015-06-01,CA_1,FOODS_1_025,23,11,28,2,12.5,32,93,32,0,100.0,31,0.1708,4.27,0.854,0.3416,1.708,2.0496,136.64,27.328,109.31199999999998,107.26239999999999,0.0,prediction
102,2015-07-01,CA_1,FOODS_1_025,2,28,31,3,2.5,27,94,27,0,100.0,33,0.1708,4.27,0.854,0.5124,2.562,3.0744,115.28999999999999,23.058,92.232,89.1576,0.0,prediction
103,2015-08-01,CA_1,FOODS_1_025,3,31,33,18,10.5,16,72,16,0,100.0,5,0.1708,4.27,0.854,3.0744000000000002,15.372,18.4464,68.32,13.664,54.65599999999999,36.209599999999995,0.0,prediction
104,2015-09-01,CA_1,FOODS_1_025,18,33,5,40,29.0,11,75,11,0,100.0,19,0.1708,4.27,0.854,6.832000000000001,34.16,40.992,46.97,9.394,37.576,-3.415999999999997,0.0,prediction
105,2015-10-01,CA_1,FOODS_1_025,40,5,19,25,32.5,20,79,20,0,100.0,15,0.1708,4.27,0.854,4.2700000000000005,21.349999999999998,25.619999999999997,85.39999999999999,17.08,68.32,42.699999999999996,0.0,prediction
106,2015-11-01,CA_1,FOODS_1_025,25,19,15,27,26.0,17,64,17,0,100.0,5,0.1708,4.27,0.854,4.6116,23.058,27.6696,72.58999999999999,14.517999999999999,58.07199999999999,30.40239999999999,0.0,prediction
107,2015-12-01,CA_1,FOODS_1_025,27,15,5,24,25.5,18,67,18,0,100.0,20,0.1708,4.27,0.854,4.0992,20.496,24.5952,76.85999999999999,15.372,61.487999999999985,36.89279999999999,0.0,prediction
108,2015-04-01,CA_1,FOODS_1_029,20,0,0,15,17.5,5,31,5,0,100.0,11,0.1708,4.27,0.854,2.5620000000000003,12.81,15.372,21.349999999999998,4.27,17.08,1.7079999999999984,0.0,prediction
109,2015-05-01,CA_1,FOODS_1_029,15,0,11,11,13.0,4,27,4,0,100.0,1,0.1708,4.27,0.854,1.8788,9.394,11.2728,17.08,3.416,13.663999999999998,2.3911999999999978,0.0,prediction
110,2015-06-01,CA_1,FOODS_1_029,11,11,1,16,13.5,6,22,6,0,100.0,0,0.1708,4.27,0.854,2.7328,13.664,16.3968,25.619999999999997,5.124,20.496,4.0992,0.0,prediction
111,2015-07-01,CA_1,FOODS_1_029,16,1,0,13,14.5,4,19,4,0,100.0,2,0.1708,4.27,0.854,2.2204,11.102,13.3224,17.08,3.416,13.663999999999998,0.3415999999999979,0.0,prediction
112,2015-08-01,CA_1,FOODS_1_029,13,0,2,6,9.5,7,22,7,0,100.0,7,0.1708,4.27,0.854,1.0248,5.124,6.1488,29.889999999999997,5.978,23.912,17.763199999999998,0.0,prediction
